Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2013,2013-11-10,9,10,30.091,CHI,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,213,42.60,0,0,0%,0,0%,8,32%,False,False,19,21,Adam Podlesh
2013,2013-11-17,10,11,30.098,CHI,BAL,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,232,38.67,0,0,0%,0,0%,11,37%,False,True,23,20,Adam Podlesh
2013,2013-11-24,11,12,30.105,CHI,STL,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,121,40.33,0,0,0%,0,0%,6,23%,True,False,21,42,Adam Podlesh
2013,2013-12-01,12,13,30.112,CHI,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,249,35.57,0,0,0%,0,0%,13,35%,True,False,20,23,Adam Podlesh
2013,2013-12-09,13,14,30.120,CHI,DAL,False,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0,,,0,0%,0,0%,7,25%,False,True,45,28,Adam Podlesh
2013,2013-12-15,14,15,30.126,CHI,CLE,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,110,36.67,0,0,0%,0,0%,10,29%,True,True,38,31,Adam Podlesh
2013,2013-12-22,15,16,30.133,CHI,PHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,227,37.83,0,0,0%,0,0%,8,28%,True,False,11,54,Adam Podlesh
2013,2013-12-29,16,17,30.140,CHI,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,137,34.25,0,0,0%,0,0%,8,30%,False,False,28,33,Adam Podlesh
2014,2014-09-07,1,1,,PIT,CLE,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,30,27,Adam Podlesh
2014,2014-09-11,2,2,,PIT,BAL,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,6,26,Adam Podlesh
2014,2014-09-21,3,3,,PIT,CAR,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,37,19,Adam Podlesh
2014,2014-09-28,4,4,,PIT,TAM,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,24,27,Adam Podlesh
,107 Games,,,,,,False,2,-2,-1.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,0,2,0.0,9,0,9,0,0,1,0,0,0,-12,0,467,19816,42.43,1,,,,,,,False,False,51,0,Adam Podlesh
